te,en
<h1>,,
తీసుకోండి.,"Take it, sir!",
చూడండి.,See.,
మా నాన్నగారూ మా అమ్మా ఉన్నారు ఆ ఫోటోలో.,My father and my mother are in that photograph.,
నేను లేను.,I am not there.,
మా చెల్లెలు కూడా లేదు.,My sister is also not there.,
,,
సరళ:,Sarala:,
ఆ ఫోటోలో నేనున్నాను.,I am there in that photograph.,
,,
రవి:,Ravi:,
నువ్వు లేవు.,You are not there.,
నేనూ లేను.,Nor I am.,
మనం ఇద్దరం లేం.,Both of us are not there.,
మనం ఇంకొక ఫోటోలో ఉన్నాం.,We are in another photograph.,
,,
పురు:,Puru:,
ఈ ఫోటోలో నువ్వూ మీ చెల్లెలూ ఎందుకు లేరు?,Why are you and your sister not there in this photograph?,
,,
రవి:,Ravi:,
అప్పుడు మేం ఇక్కడ లేం; గుంటూరులో ఉన్నాం.,At that time we were not here; we were in Guntur.,
,,
పురు:,Puru:,
అప్పుడు మీరు గుంటూరులో ఉన్నారా?,Were you in Guntur at that time?,
అక్కడ ఎందుకున్నారు?,Why were you there?,
,,
సరళ:,Sarala:,
ఈ ఫోటోలో చూడండి.,"Look at this photograph, sir!",
నేనున్నాను.,I am in this.,
వాడు లేడు.,He is not there.,
,,
పురు:,Puru:,
ఆ ఫోటోలో నువ్వున్నావు; ఈ ఫోటోలో అతనున్నాడు.,"You are in that photograph, He is in this photograph.",
,,
సరళ:,Sarala:,
ఇలా చూడు.,Look here!,
ఈ ఫోటోలో అమ్మా నాన్నగారు లేరు.,Mother and father are not there in this photograph.,
మనం ఉన్నాం.,We are there.,
ఆ ఫోటోలో అమ్మ ఉంది.,Mother is in that photograph.,
,,
పురు:,Puru:,
మీరు అందరూ ఇలా రండి.,All of you come here.,
ఈ బొమ్మలు తీసుకోండి.,Take these dolls.,
,,
రామా:,Rama:,
రవీ!,Ravi!,
నీ పుట్టినరోజు బట్టలు ఏవి?,Where are your birthday clothes?,
,,
రవి:,Ravi:,
ఇవిగో నా పుట్టినరోజు బట్టలు.,Here are my birthday clothes.,
,,
పురు:,Puru:,
నీ పుట్టినరోజు ఎప్పుడు?,When is your birthday?,
,,
రవి:,Ravi:,
ఇవ్వేళే!,Today!,
,,
పురు:,Puru:,
ఇవ్వేళ నీ పుట్టిన రోజా?,Is today your birthday?,
,,
రవి:,Ravi:,
అవును.,Yes.,
అదుగో మా అక్కయ్య.,There is my elder sister.,
దాని పుట్టినరోజు రేపు.,Tomorrow is her birthday.,
,,
పురు:,Puru:,
మీ అక్కయ్య పుట్టినరోజు బట్టలు ఏవి?,Where are your sister's birthday clothes,
,,
రవి:,Ravi:,
అవిగో!,There they are!,
,,
పురు:,Puru:,
మీ చెల్లెలు ఏది?,Where is your younger sister?,
,,
రవి:,Ravi:,
ఇదుగో!,Here she is!,
,,
పురు:,Puru:,
పాపా!,Papa!,
ఈ బొమ్మ తీసుకో.,Take this doll.,
,,
<h2>,,
కొత్త పదాలు,New words,नए शब्द
,,
<ol>,,
అమెరికా,America; USA,
ఉన్నారు,"he/she (hon.) is/was;they (hum.) are/were",
అలా,in that manner,
అబ్బాయి,boy; son (with pl. pro. adj.),
వాడు ,he (rem. inf.),
వాడి,oblique base of వాడు,
ఉన్నాడు,he (inf. & eql.) is/was,
ఇప్పుడు,now; at present,
ఇక్కడ,here; at this place,
లేడు,neg. of ఉన్నాడు,
వీడు,he (inf. prox.),
వీడి,oblique base of వీడు,
అమ్మాయి,"girl; daughter (with pl.pro. adj.)",
అది,she (rem. inf.),
దాని,oblique base of అది,
ఇది,she (prox. inf.),
దీని,oblique base of ఇది,
బొమ్మ,doll; picture,
ఏనుగు,elephant,
కోతి,monkey,
పులి,tiger,
సింహం,lion,
అదుగో,There it is!,
ఇదుగో,Here it is!,
ఇలా ,"in this way/direction/manner",
ఇవ్వు,give,
లేను,neg. of ఉన్నాను,
చెల్లెలు,younger sister,
లేదు,neg. of ఉంది,
ఉన్నాను,I am/was,
లేవు,neg. of ఉన్నావు,
లేం,neg. of ఉన్నాం,
ఉన్నాం,"we (excl. & incl.) are/were",
ఎందుకు,why; for what reason,
లేరు,neg. of ఉన్నారు,
అప్పుడు,then; at that time,
గుంటూరు,Guntur (a city),
అక్కడ,there; at that place,
ఉన్నారు,you (hon. sg. & pl.) are/were,
ఉన్నావు,you (non-hon. sg.) are/were,
లేరు,neg. of ఉన్నారు,
ఉంది,she (inf.) is/was,
అందరూ,all the people,
పుట్టినరోజు,birth-day,
బట్టలు,clothes,
ఇవిగో,here they (neut.) are,
ఎప్పుడు,when,
ఇవ్వేళ,today,
అదుగో,there she (inf. & eql.) is,
అక్కయ్య,elder sister,
రేపు,tomorrow,
అవిగో,there they (neut) are,
ఏది,who (fem. inf. & eql.) is? where she (inf.& eql.) is?,
ఇదుగో,here she (fem. & eql.) is,
