te,en
<h1>,,
,,
కరుణ:,Karuna:,
రెండూ!,He is both.,
అతని నవల పేరు సుడిగుండం.,His novel is Sudigundam (The whirlpool).,
,,
అరుణ:,Aruna:,
వాళ్లిద్దరూ రచయితలేనా?,Are those two writers?,
,,
కరుణ:,Karuna:,
కవులు కూడా!,Poets also.,
,,
అరుణ:,Aruna:,
మా తమ్ముడూ కవే!,My brother is also a poet.,
పాపా!,Papa!,
బొమ్మలు బాగున్నాయా?,Are the dolls nice?,
,,
పాపా:,Papa:,
బాగున్నాయండీ!,"Nice, madam!",
,,
అరుణ:,Aruna:,
ఇలా రా!,Come here.,
నీ పేరు చెప్పు?,Tell me your name.,
నా పక్కన కూర్చోమా!,"Sit by my side, dear!",
,,
కరుణ:,Karuna:,
వెళ్ళమ్మా!,Go dear!,
నీ పేరు చెప్పు.,Tell her your name.,
,,
పాప:,Papa:,
నా పేరు లత.,My name is Lata.,
ఈ ఫోటో చూడండి.,"See this photograph, I am also in that.",
"నేను కూడా ఉన్నాను, బాగుందా?",Is it nice?,
,,
అరుణ:,Aruna:,
బాగుంది.,It is nice.,
వీళ్లు నలుగురూ ఎవరు పాపా?,"Who are these four, Papa?",
,,
పాప:,Papa:,
"ఈమె నా స్నేహితురాలు, గిరిజ.","She is my friend, Girija.",
,,
అరుణ:,Aruna:,
ఓహో!,Oh!,
ఈమె గిరిజ?,Is she Girija?,
,,
పాప:,Papa:,
అవును.,Yes.,
,,
అరుణ:,Aruna:,
వాళ్లు నీ స్నేహితురాలి చెల్లెళ్లా?,Are they younger sisters of your friend?,
,,
పాప:,Papa:,
వీళ్లు ఇద్దరూ గిరిజ చెల్లెళ్లు.,These two are Girija's younger sisters.,
"ఈమె రమ, గిరిజ సొంత చెల్లెలు.","This is Rama, Girija's younger sister (sibling).",
"ఆమె ఉమ, గిరిజ పెదనాన్నగారి కూతురు.","That is Uma, Girija's cousin.",
"ఈమె సుగుణ, గిరిజ చెల్లెలి స్నేహితురాలు.","This is Suguna, a friend of Girija's sister.",
వీళ్లు నలుగురూ నా స్నేహితురాళ్ళు.,All these four are my friends.,
,,
అరుణ:,Aruna:,
వాళ్ల ఇళ్లు ఎక్కడ?,Where are their houses?,
,,
పాప:,Papa:,
మా సరోజ ఇంటి దగ్గర.,Near Saroja's house.,
సరోజ ఇంటి నంబరు పదహారు.,Saroja's house number is sixteen.,
వీళ్ల ఇంటి నెంబరు పదిహేడు.,Their house number is seventeen.,
,,
అరుణ:,Aruna:,
మీ ఢిల్లీ ప్రయాణం ఎప్పుడండీ?,"When is your Delhi tour, madam?",
,,
కరుణ:,Karuna:,
డిసెంబరులోనమ్మా!,In December.,
,,
అరుణ:,Aruna:,
డిసెంబరులో ఢిల్లీ ప్రయాణమా!,Delhi tour in December!,
డిసెంబరులో వెళ్లకండి.,Don't go in the December.,
చలి ఎక్కువ.,It's cold.,
అక్టోబరులో వెళ్లండి.,Go in October.,
,,
కరుణ:,Karuna:,
పరవాలేదు.,There is no problem.,
డిసెంబరు మొదటి వారంలో తక్కువే!,The cold is not much in the first week of December.,
మీ పరీక్షలు ఎప్పుడమ్మా ?,When are your examinations?,
,,
అరుణ:,Aruna:,
మార్చి చివరి వారంలోనండీ!,"They are in the last week of March, madam.",
,,
<h2>,,
కొత్త పదాలు,New words,नए शब्द
,,
<ol>,,
బాగు,"good; nice; well; fine (a bound form which always occurs with the existential verb forms such as బాగుంది ‘It is fine.’, బాగున్నాను ‘I am fine.’, etc.)",
సరిగా,all right,
వెళ్ళు,to go,
నవల,a novel,
వీటి,oblique base of ఇవి,
మంచి,good,
మనసు,the heart which is the seat or repository of emotions,
జీవితం,life,
వాటి,oblique base of అవి,
రచయిత,writer; author,
లైటు,a lamp,
వెయ్యి,"1. to turn on, to switch on; 2. to shut (like a door or a shutter)",
-అమ్మా,feminine affectionate address marker,
ఫాను ,a fan,
తియ్యి,"1. to turn off, to switch off ; 2. to shut (like a door or a shutter)",
చలిగా,chilly; cold (adv.),
ముయ్యి,to shut,
గట్టిగా₁,in a harsh manner (adv.),
ఎలా,how; in which manner,
ఆ₂,yes,
మెల్లగా,gently (adv.),
కవి,a poet,
సుడిగుండం,a whirpool,
సొంత,own (adj.),
పెదనాన్న,father’s elder brother; mother’s elder sister’s husband,
ఇళ్ళు,plural of ఇల్లు,
ఇంటి,oblique form of ఇల్లు,
నెంబరు,number,
పదహారు,sixteen,
పదిహేడు,seventeen,
ఢిల్లీ,the city of Delhi,
ప్రయాణం,journey,
డిసెంబరు,December,
చలి,cold (n); chill (n),
ఎక్కువ,more,
అక్టోబరు,October,
పరవాలేదు,There is no problem; It is all right.,
మొదటి,first,
వారం,week,
పరీక్ష,a test; examination,
మార్చి,Match,
చివరి,last; final,
